type,lane,startmeasure,startposition,endmeasure,endposition
1,118,4,3,4,3
1,118,4,2,4,2
1,118,4,0,4,0
1,118,5,1,5,1
1,118,5,3,5,3
1,118,5,0,5,0
1,118,5,0,5,0
1,118,5,2,5,2
1,118,5,3,5,3
1,118,6,1,6,1
1,118,6,1,6,1
1,118,6,3,6,3
1,118,6,0,6,0
1,118,6,2,6,2
1,118,6,0,6,0
1,118,7,1,7,1
1,118,7,0,7,0
1,118,7,0,7,0
1,118,7,2,7,2
1,118,7,1,7,1
1,118,7,3,7,3
1,118,7,3,7,3
1,118,8,2,8,2
1,118,8,1,8,1
1,118,8,0,8,0
1,118,8,1,8,1
1,118,8,3,8,3
1,118,8,3,8,3
1,118,8,0,8,0
1,118,9,1,9,1
1,118,9,2,9,2
1,118,9,0,9,0
1,118,9,3,9,3
1,118,9,0,9,0
1,118,9,3,9,3
1,118,10,3,10,3
1,118,10,3,10,3
1,118,10,0,10,0
1,118,10,0,10,0
1,118,10,2,10,2
1,118,10,1,10,1
1,118,11,0,11,0
1,118,11,0,11,0
1,118,11,3,11,3
1,118,11,3,11,3
1,118,11,2,11,2
1,118,11,1,11,1
1,118,11,1,11,1
1,118,12,3,12,3
1,118,12,0,12,0
1,118,12,1,12,1
1,118,12,3,12,3
1,118,12,1,12,1
1,118,12,2,12,2
1,118,12,0,12,0
1,118,13,2,13,2
1,118,13,0,13,0
1,118,13,1,13,1
1,118,13,0,13,0
1,118,13,3,13,3
1,118,13,1,13,1
1,118,14,3,14,3
1,118,14,3,14,3
1,118,14,1,14,1
1,118,14,0,14,0
1,118,14,2,14,2
1,118,14,0,14,0
1,118,15,1,15,1
1,118,15,3,15,3
1,118,15,0,15,0
1,118,15,3,15,3
1,118,15,0,15,0
1,118,15,1,15,1
1,118,15,2,15,2
1,119,0,3,0,3
1,119,0,0,0,0
1,119,0,1,0,1
1,119,0,2,0,2
1,119,0,3,0,3
1,119,0,0,0,0
1,119,0,1,0,1
1,119,1,1,1,1
1,119,1,1,1,1
1,119,1,3,1,3
1,119,1,0,1,0
1,119,1,3,1,3
1,119,1,2,1,2
1,119,2,2,2,2
1,119,2,1,2,1
1,119,2,3,2,3
1,119,2,1,2,1
1,119,2,0,2,0
1,119,2,0,2,0
1,119,3,3,3,3
1,119,3,1,3,1
1,119,3,3,3,3
1,119,3,1,3,1
1,119,3,2,3,2
1,119,3,0,3,0
1,119,3,0,3,0
1,119,4,3,4,3
1,119,4,1,4,1
1,119,4,1,4,1
1,119,4,3,4,3
1,119,4,0,4,0
1,119,4,2,4,2
1,119,4,0,4,0
1,119,5,1,5,1
1,119,5,3,5,3
1,119,5,3,5,3
1,119,5,0,5,0
1,119,5,0,5,0
1,119,5,2,5,2
1,119,6,1,6,1
1,119,6,3,6,3
1,119,6,3,6,3
1,119,6,0,6,0
1,119,6,0,6,0
1,119,6,1,6,1
1,119,7,1,7,1
1,119,7,1,7,1
1,119,7,0,7,0
1,119,7,2,7,2
1,119,7,3,7,3
1,119,7,0,7,0
1,119,7,3,7,3
1,119,8,3,8,3
1,119,8,3,8,3
1,119,8,2,8,2
1,119,8,1,8,1
1,119,8,0,8,0
1,119,8,0,8,0
1,119,8,1,8,1
1,119,9,2,9,2
1,119,9,3,9,3
1,119,9,3,9,3
1,119,9,1,9,1
1,119,9,0,9,0
1,119,9,0,9,0
1,119,10,1,10,1
1,119,10,3,10,3
1,119,10,2,10,2
1,119,10,3,10,3
1,119,10,0,10,0
1,119,10,0,10,0
1,119,11,1,11,1
1,119,11,3,11,3
1,119,11,0,11,0
1,119,11,0,11,0
1,119,11,2,11,2
1,119,11,3,11,3
1,119,11,1,11,1
1,119,12,3,12,3
1,119,12,2,12,2
1,119,12,1,12,1
1,119,12,3,12,3
1,119,12,0,12,0
1,119,12,1,12,1
1,119,12,0,12,0
1,119,13,1,13,1
1,119,13,2,13,2
1,119,13,3,13,3
1,119,13,1,13,1
1,119,13,0,13,0
1,119,13,0,13,0
1,119,14,3,14,3
1,119,14,2,14,2
1,119,14,0,14,0
1,119,14,1,14,1
1,119,14,3,14,3
1,119,14,0,14,0
1,119,15,0,15,0
1,119,15,0,15,0
1,119,15,3,15,3
1,119,15,1,15,1
1,119,15,3,15,3
1,119,15,1,15,1
1,119,15,2,15,2
1,120,0,1,0,1
1,120,0,1,0,1
1,120,0,2,0,2
1,120,0,3,0,3
1,120,0,0,0,0
1,120,0,0,0,0
1,120,0,3,0,3
1,120,1,2,1,2
1,120,1,1,1,1
1,120,1,3,1,3
1,120,1,3,1,3
1,120,1,0,1,0
1,120,1,0,1,0
1,120,2,2,2,2
1,120,2,1,2,1
1,120,2,3,2,3
1,120,2,1,2,1
1,120,2,0,2,0
1,120,2,3,2,3
1,120,3,0,3,0
1,120,3,1,3,1
1,120,3,3,3,3
1,120,3,3,3,3
1,120,3,1,3,1
1,120,3,2,3,2
1,120,3,0,3,0
1,120,4,1,4,1
1,120,4,3,4,3
1,120,4,0,4,0
1,120,4,1,4,1
1,120,4,2,4,2
1,120,4,3,4,3
1,120,4,0,4,0
1,120,5,1,5,1
1,120,5,0,5,0
1,120,5,2,5,2
1,120,5,1,5,1
1,120,5,3,5,3
1,120,5,3,5,3
1,120,6,1,6,1
1,120,6,2,6,2
1,120,6,3,6,3
1,120,6,1,6,1
1,120,6,0,6,0
1,120,6,3,6,3
1,120,7,2,7,2
1,120,7,0,7,0
1,120,7,1,7,1
1,120,7,3,7,3
1,120,7,1,7,1
1,120,7,0,7,0
1,120,8,1,8,1
1,120,8,3,8,3
1,120,8,1,8,1
1,120,8,2,8,2
1,120,8,0,8,0
1,120,9,1,9,1
1,120,9,3,9,3
1,120,9,1,9,1
1,120,9,2,9,2
1,120,9,0,9,0
1,120,9,3,9,3
1,120,10,0,10,0
1,120,10,1,10,1
1,120,10,2,10,2
1,120,10,0,10,0
1,120,10,3,10,3
1,120,10,3,10,3
1,120,10,1,10,1
1,120,11,2,11,2
1,120,11,1,11,1
1,120,11,0,11,0
1,120,11,0,11,0
1,120,11,1,11,1
1,120,11,3,11,3
1,120,12,3,12,3
1,120,12,1,12,1
1,120,12,2,12,2
1,120,12,0,12,0
1,120,12,1,12,1
1,120,12,0,12,0
1,120,13,3,13,3
1,120,13,1,13,1
1,120,13,0,13,0
1,120,13,3,13,3
1,120,13,2,13,2
1,120,14,1,14,1
1,120,14,0,14,0
1,120,14,3,14,3
1,120,14,2,14,2
1,120,14,0,14,0
1,120,15,3,15,3
1,120,15,1,15,1
1,120,15,0,15,0
1,120,15,2,15,2
1,120,15,0,15,0
1,120,15,1,15,1
1,121,0,3,0,3
1,121,0,2,0,2
1,121,0,1,0,1
1,121,0,0,0,0
1,121,0,0,0,0
1,121,0,3,0,3
1,121,1,1,1,1
1,121,1,1,1,1
1,121,1,2,1,2
1,121,1,3,1,3
1,121,1,0,1,0
1,121,1,0,1,0
1,121,2,1,2,1
1,121,2,1,2,1
1,121,2,0,2,0
1,121,2,2,2,2
1,121,2,3,2,3
1,121,2,3,2,3
1,121,3,1,3,1
1,121,3,1,3,1
1,121,3,3,3,3
1,121,3,3,3,3
1,121,3,0,3,0
1,121,3,0,3,0
1,121,4,2,4,2
1,121,4,3,4,3
1,121,4,3,4,3
1,121,4,0,4,0
1,121,4,1,4,1
1,121,4,1,4,1
1,121,5,3,5,3
1,121,5,2,5,2
1,121,5,0,5,0
1,121,5,0,5,0
1,121,5,1,5,1
1,121,5,3,5,3
1,121,6,0,6,0
1,121,6,0,6,0
1,121,6,1,6,1
1,121,6,3,6,3
1,121,6,3,6,3
1,121,6,1,6,1
1,121,7,3,7,3
1,121,7,2,7,2
1,121,7,3,7,3
1,121,7,1,7,1
1,121,8,2,8,2
1,121,8,3,8,3
1,121,8,3,8,3
1,121,9,2,9,2
1,121,9,1,9,1
1,121,9,3,9,3
1,121,9,3,9,3
1,121,10,1,10,1
1,121,10,2,10,2
1,121,10,3,10,3
1,121,11,2,11,2
1,121,11,3,11,3
1,121,11,3,11,3
1,121,12,3,12,3
1,121,12,2,12,2
1,121,13,0,13,0
1,121,13,0,13,0
1,121,13,1,13,1
1,121,13,1,13,1
1,121,13,3,13,3
1,121,13,3,13,3
1,121,13,2,13,2
1,121,14,0,14,0
1,121,14,1,14,1
0,121,14,0,14,0
1,121,14,1,14,1
1,121,14,3,14,3
1,121,14,2,14,2
1,121,14,3,14,3
1,121,14,1,14,1
1,121,14,3,14,3
1,121,14,0,14,0
0,121,15,0,15,0
0,121,15,3,15,3
0,122,0,0,0,0
1,122,0,1,0,1
1,122,0,3,0,3
1,122,0,1,0,1
1,122,0,1,0,1
1,122,0,3,0,3
0,122,1,1,1,1
0,122,1,3,1,3
1,122,2,3,2,3
0,122,2,0,2,0
1,122,2,1,2,1
1,122,2,3,2,3
1,122,2,2,2,2
1,122,2,1,2,1
0,122,3,1,3,1
0,122,3,0,3,0
0,122,3,3,3,3
0,122,4,0,4,0
1,122,4,3,4,3
0,122,4,1,4,1
1,122,4,2,4,2
1,122,4,2,4,2
1,122,4,3,4,3
1,122,4,3,4,3
0,122,5,2,5,2
0,122,5,0,5,0
0,122,5,3,5,3
0,122,5,3,5,3
1,122,6,1,6,1
1,122,6,3,6,3
1,122,6,1,6,1
0,122,6,0,6,0
1,122,6,2,6,2
1,122,6,2,6,2
1,122,7,1,7,1
0,122,7,0,7,0
1,122,8,1,8,1
1,122,8,2,8,2
1,122,8,3,8,3
0,122,8,0,8,0
1,122,8,3,8,3
1,122,8,3,8,3
1,122,9,1,9,1
1,122,9,2,9,2
0,122,9,0,9,0
0,122,10,1,10,1
1,122,10,3,10,3
1,122,10,3,10,3
0,122,10,0,10,0
1,122,10,2,10,2
1,122,10,3,10,3
1,122,11,3,11,3
1,122,11,1,11,1
0,122,11,0,11,0
0,122,12,1,12,1
0,122,12,3,12,3
0,122,12,3,12,3
0,122,13,1,13,1
0,122,13,0,13,0
1,122,13,2,13,2
1,122,14,3,14,3
1,122,14,1,14,1
1,122,14,0,14,0
1,122,14,3,14,3
1,122,14,2,14,2
1,122,14,1,14,1
1,122,14,0,14,0
1,122,15,1,15,1
1,122,15,0,15,0
1,122,15,2,15,2
1,122,15,0,15,0
1,123,0,0,0,0
1,123,0,2,0,2
1,123,0,1,0,1
1,123,0,3,0,3
1,123,0,1,0,1
1,123,0,1,0,1
1,123,1,2,1,2
1,123,1,3,1,3
1,123,1,1,1,1
1,123,1,3,1,3
1,123,1,0,1,0
1,123,1,1,1,1
1,123,2,1,2,1
1,123,2,3,2,3
1,123,2,2,2,2
1,123,2,0,2,0
1,123,2,3,2,3
1,123,2,2,2,2
1,123,2,1,2,1
1,123,3,3,3,3
1,123,3,0,3,0
1,123,3,3,3,3
1,123,3,1,3,1
1,123,3,0,3,0
1,123,3,0,3,0
1,123,3,3,3,3
1,123,4,3,4,3
1,123,4,1,4,1
1,123,4,0,4,0
1,123,4,2,4,2
1,123,4,0,4,0
1,123,5,0,5,0
1,123,5,1,5,1
1,123,5,3,5,3
1,123,5,1,5,1
1,123,5,2,5,2
1,123,5,0,5,0
1,123,6,1,6,1
1,123,6,2,6,2
0,123,6,3,6,3
1,123,6,1,6,1
1,123,6,0,6,0
1,123,6,1,6,1
0,123,7,3,7,3
1,123,7,1,7,1
0,123,8,3,8,3
1,123,8,0,8,0
1,123,8,1,8,1
1,123,8,1,8,1
1,123,8,0,8,0
1,123,8,0,8,0
1,123,9,2,9,2
1,123,9,1,9,1
0,123,9,3,9,3
0,123,10,3,10,3
0,123,10,2,10,2
1,123,10,1,10,1
1,123,10,0,10,0
1,123,10,0,10,0
1,123,10,0,10,0
1,123,11,0,11,0
1,123,11,1,11,1
0,123,11,3,11,3
0,123,12,0,12,0
0,123,12,2,12,2
0,123,12,0,12,0
0,123,12,3,12,3
0,123,13,1,13,1
0,123,13,3,13,3
1,123,13,1,13,1
0,123,14,1,14,1
1,123,14,0,14,0
0,123,14,3,14,3
1,123,14,1,14,1
1,123,14,0,14,0
1,123,14,1,14,1
1,123,14,0,14,0
1,123,15,1,15,1
1,123,15,0,15,0
1,123,15,2,15,2
1,123,15,3,15,3
1,123,15,1,15,1
1,123,15,0,15,0
1,124,0,3,0,3
1,124,0,1,0,1
1,124,0,3,0,3
1,124,0,1,0,1
1,124,0,0,0,0
1,124,1,3,1,3
1,124,1,1,1,1
1,124,1,1,1,1
1,124,1,0,1,0
1,124,1,2,1,2
1,124,1,3,1,3
1,124,1,3,1,3
1,124,1,1,1,1
1,124,2,0,2,0
1,124,2,2,2,2
1,124,2,2,2,2
1,124,2,0,2,0
1,124,3,2,3,2
1,124,3,0,3,0
1,124,3,1,3,1
1,124,3,3,3,3
1,124,3,1,3,1
1,124,3,2,3,2
1,124,3,0,3,0
1,124,3,0,3,0
1,124,4,3,4,3
1,124,4,1,4,1
1,124,4,1,4,1
1,124,4,3,4,3
0,124,5,0,5,0
1,124,5,1,5,1
1,124,5,3,5,3
1,124,5,1,5,1
1,124,5,3,5,3
1,124,5,1,5,1
1,124,5,3,5,3
0,124,6,2,6,2
0,124,6,3,6,3
1,124,6,1,6,1
0,124,6,0,6,0
1,124,7,3,7,3
0,124,7,1,7,1
1,124,7,3,7,3
0,124,8,2,8,2
1,124,8,0,8,0
1,124,8,3,8,3
1,124,8,0,8,0
1,124,9,0,9,0
1,124,9,1,9,1
1,124,9,1,9,1
1,124,9,0,9,0
1,124,9,1,9,1
0,124,10,1,10,1
1,124,10,2,10,2
1,124,10,3,10,3
1,124,10,0,10,0
1,124,11,0,11,0
1,124,11,2,11,2
1,124,11,3,11,3
1,124,11,3,11,3
0,124,11,1,11,1
1,124,11,0,11,0
1,124,12,2,12,2
1,124,12,3,12,3
1,124,12,1,12,1
1,124,13,0,13,0
1,124,13,2,13,2
1,124,13,1,13,1
1,124,13,3,13,3
1,124,13,1,13,1
1,124,13,3,13,3
1,124,14,1,14,1
1,124,14,3,14,3
1,124,14,2,14,2
1,124,14,3,14,3
0,124,14,0,14,0
0,124,15,1,15,1
1,124,15,3,15,3
0,124,15,0,15,0
1,125,0,2,0,2
1,125,0,0,0,0
1,125,0,1,0,1
1,125,0,3,0,3
1,125,1,3,1,3
1,125,1,0,1,0
1,125,1,1,1,1
1,125,1,1,1,1
1,125,1,2,1,2
0,125,1,0,1,0
1,125,1,3,1,3
1,125,2,1,2,1
1,125,2,1,2,1
1,125,2,2,2,2
0,125,2,0,2,0
1,125,2,3,2,3
0,125,3,1,3,1
0,125,3,0,3,0
1,125,3,1,3,1
1,125,3,3,3,3
1,125,3,3,3,3
0,125,4,0,4,0
1,125,4,3,4,3
1,125,4,3,4,3
1,125,4,1,4,1
1,125,4,2,4,2
1,125,4,2,4,2
1,125,4,1,4,1
1,125,4,3,4,3
1,125,4,3,4,3
0,125,5,1,5,1
0,125,5,0,5,0
1,125,6,3,6,3
1,125,6,1,6,1
1,125,6,2,6,2
1,125,6,0,6,0
1,125,6,3,6,3
1,125,6,3,6,3
1,125,6,2,6,2
1,125,6,1,6,1
1,125,6,3,6,3
0,125,7,3,7,3
0,125,7,3,7,3
0,125,7,1,7,1
1,125,8,0,8,0
1,125,8,1,8,1
1,125,8,2,8,2
1,125,8,0,8,0
1,125,8,2,8,2
1,125,9,1,9,1
1,125,9,0,9,0
1,125,9,1,9,1
1,125,9,3,9,3
1,125,9,3,9,3
1,125,9,0,9,0
1,125,10,1,10,1
1,125,10,2,10,2
1,125,10,3,10,3
1,125,10,1,10,1
1,125,10,3,10,3
0,125,11,3,11,3
1,125,12,2,12,2
1,125,12,1,12,1
1,125,12,1,12,1
1,125,12,0,12,0
0,125,12,3,12,3
1,125,12,0,12,0
1,125,12,0,12,0
1,125,13,0,13,0
1,125,13,1,13,1
1,125,13,1,13,1
1,125,13,2,13,2
1,125,13,1,13,1
1,125,13,0,13,0
1,125,14,2,14,2
1,125,14,3,14,3
1,125,14,3,14,3
1,125,14,1,14,1
1,125,14,0,14,0
1,125,14,3,14,3
1,125,14,1,14,1
0,125,15,0,15,0
1,126,0,3,0,3
1,126,0,2,0,2
1,126,0,3,0,3
0,126,0,1,0,1
1,126,0,2,0,2
1,126,1,3,1,3
1,126,1,1,1,1
1,126,1,3,1,3
1,126,1,1,1,1
1,126,2,0,2,0
1,126,2,3,2,3
1,126,2,3,2,3
1,126,2,2,2,2
1,126,2,1,2,1
1,126,2,0,2,0
1,126,3,0,3,0
1,126,3,3,3,3
1,126,3,0,3,0
1,126,3,1,3,1
1,126,3,2,3,2
1,126,3,1,3,1
1,126,4,0,4,0
1,126,4,2,4,2
1,126,4,0,4,0
1,126,4,1,4,1
1,126,4,1,4,1
1,126,4,3,4,3
1,126,5,1,5,1
1,126,5,3,5,3
1,126,5,0,5,0
1,126,5,3,5,3
1,126,5,0,5,0
1,126,5,1,5,1
1,126,6,0,6,0
1,126,6,1,6,1
1,126,6,3,6,3
1,126,6,2,6,2
1,126,6,0,6,0
1,126,6,3,6,3
1,126,6,1,6,1
1,126,7,0,7,0
1,126,7,0,7,0
1,126,7,1,7,1
1,126,7,1,7,1
0,126,8,3,8,3
1,126,8,2,8,2
0,126,8,0,8,0
1,126,8,0,8,0
1,126,8,2,8,2
1,126,9,1,9,1
0,126,9,0,9,0
1,126,9,1,9,1
1,126,10,3,10,3
1,126,10,0,10,0
1,126,10,2,10,2
0,126,10,3,10,3
1,126,10,2,10,2
1,126,11,3,11,3
1,126,11,0,11,0
1,126,11,0,11,0
1,126,11,1,11,1
1,126,11,3,11,3
0,126,12,0,12,0
0,126,12,2,12,2
1,126,12,3,12,3
1,126,12,1,12,1
1,126,12,1,12,1
1,126,12,0,12,0
1,126,12,3,12,3
1,126,14,2,14,2
1,126,14,0,14,0
1,126,14,3,14,3
1,126,14,0,14,0
1,126,14,3,14,3
1,126,14,2,14,2
1,126,14,1,14,1
1,126,14,3,14,3
1,126,14,3,14,3
1,126,14,1,14,1
0,126,15,1,15,1
0,126,15,1,15,1
1,127,0,3,0,3
1,127,0,3,0,3
1,127,0,1,0,1
1,127,0,1,0,1
1,127,0,2,0,2
1,127,0,1,0,1
1,127,0,2,0,2
1,127,0,1,0,1
1,127,0,0,0,0
1,127,0,0,0,0
0,127,1,0,1,0
0,127,1,0,1,0
1,127,2,2,2,2
1,127,2,0,2,0
1,127,2,1,2,1
1,127,2,1,2,1
1,127,2,0,2,0
1,127,2,1,2,1
1,127,2,3,2,3
1,127,2,0,2,0
1,127,2,3,2,3
1,127,2,0,2,0
0,127,3,3,3,3
0,127,3,3,3,3
1,127,4,0,4,0
1,127,4,3,4,3
1,127,4,1,4,1
1,127,4,0,4,0
1,127,4,3,4,3
1,127,4,3,4,3
1,127,4,3,4,3
1,127,4,1,4,1
1,127,4,1,4,1
1,127,4,2,4,2
1,127,4,0,4,0
1,127,5,0,5,0
0,127,5,1,5,1
0,127,5,2,5,2
1,127,6,2,6,2
1,127,6,3,6,3
1,127,6,3,6,3
1,127,6,1,6,1
1,127,6,0,6,0
1,127,6,0,6,0
1,127,7,1,7,1
1,127,7,2,7,2
1,127,7,0,7,0
1,127,7,1,7,1
1,127,7,1,7,1
1,127,8,0,8,0
1,127,8,2,8,2
1,127,8,1,8,1
1,127,8,3,8,3
1,127,8,0,8,0
1,127,8,1,8,1
1,127,9,0,9,0
1,127,9,3,9,3
1,127,9,2,9,2
1,127,9,1,9,1
1,127,9,3,9,3
1,127,9,3,9,3
1,127,10,1,10,1
1,127,10,2,10,2
1,127,10,3,10,3
1,127,10,1,10,1
1,127,10,0,10,0
1,127,10,2,10,2
1,127,11,3,11,3
1,127,11,3,11,3
1,127,11,1,11,1
1,127,11,0,11,0
1,127,11,1,11,1
1,127,12,3,12,3
1,127,12,0,12,0
1,127,12,3,12,3
1,127,12,2,12,2
1,127,12,2,12,2
1,127,13,0,13,0
1,127,13,1,13,1
1,127,13,3,13,3
1,127,13,1,13,1
1,127,13,3,13,3
1,127,13,3,13,3
1,127,14,3,14,3
1,127,14,2,14,2
1,127,14,1,14,1
1,127,14,1,14,1
1,127,14,0,14,0
1,127,14,1,14,1
1,127,15,2,15,2
1,127,15,1,15,1
1,127,15,0,15,0
1,127,15,0,15,0
1,127,15,3,15,3
1,127,15,1,15,1
1,128,0,0,0,0
1,128,0,1,0,1
1,128,0,3,0,3
1,128,0,0,0,0
1,128,0,2,0,2
1,128,0,0,0,0
1,128,1,3,1,3
1,128,1,1,1,1
1,128,1,0,1,0
1,128,1,1,1,1
1,128,1,0,1,0
1,128,2,1,2,1
1,128,2,3,2,3
1,128,2,0,2,0
1,128,2,1,2,1
1,128,2,0,2,0
1,128,3,3,3,3
1,128,3,1,3,1
1,128,3,0,3,0
1,128,3,1,3,1
1,128,3,2,3,2
1,128,3,1,3,1
1,128,4,0,4,0
1,128,4,1,4,1
1,128,4,2,4,2
1,128,4,0,4,0
1,128,4,3,4,3
1,128,4,1,4,1
1,128,5,2,5,2
1,128,5,3,5,3
1,128,5,1,5,1
1,128,5,0,5,0
1,128,5,3,5,3
1,128,6,1,6,1
1,128,6,0,6,0
1,128,6,2,6,2
1,128,6,0,6,0
1,128,6,3,6,3
1,128,6,1,6,1
1,128,7,0,7,0
1,128,7,2,7,2
1,128,7,1,7,1
1,128,7,3,7,3
1,128,7,1,7,1
1,128,7,0,7,0
1,128,7,1,7,1
1,128,8,3,8,3
1,128,8,1,8,1
1,128,8,2,8,2
1,128,8,3,8,3
1,128,8,0,8,0
1,128,8,2,8,2
1,128,9,1,9,1
1,128,9,1,9,1
1,128,9,0,9,0
1,128,9,0,9,0
1,128,9,3,9,3
1,128,9,0,9,0
1,128,10,2,10,2
1,128,10,1,10,1
1,128,10,0,10,0
1,128,10,1,10,1
1,128,10,3,10,3
1,128,10,1,10,1
1,128,11,1,11,1
1,128,11,0,11,0
1,128,11,0,11,0
1,128,11,3,11,3
1,128,11,1,11,1
1,128,12,1,12,1
1,128,12,0,12,0
1,128,12,0,12,0
1,128,12,3,12,3
1,128,12,1,12,1
1,128,13,0,13,0
1,128,13,2,13,2
1,128,13,3,13,3
1,128,13,0,13,0
1,128,13,1,13,1
1,128,13,0,13,0
1,128,14,1,14,1
1,128,14,1,14,1
1,128,14,2,14,2
1,128,14,0,14,0
1,128,14,3,14,3
1,128,14,2,14,2
1,128,15,3,15,3
1,128,15,3,15,3
1,128,15,1,15,1
1,128,15,1,15,1
1,128,15,0,15,0
1,128,15,1,15,1
1,129,0,1,0,1
1,129,0,2,0,2
1,129,0,0,0,0
1,129,0,3,0,3
1,129,0,3,0,3
1,129,0,3,0,3
1,129,1,2,1,2
1,129,1,3,1,3
1,129,1,1,1,1
1,129,1,0,1,0
1,129,1,3,1,3
1,129,2,0,2,0
1,129,2,2,2,2
1,129,2,1,2,1
1,129,2,3,2,3
1,129,2,3,2,3
1,129,3,1,3,1
1,129,3,2,3,2
1,129,3,3,3,3
1,129,3,0,3,0
1,129,3,1,3,1
1,129,3,1,3,1
1,129,4,3,4,3
1,129,4,0,4,0
1,129,4,1,4,1
1,129,4,3,4,3
1,129,4,2,4,2
1,129,4,2,4,2
1,129,5,0,5,0
1,129,5,3,5,3
1,129,5,0,5,0
1,129,5,1,5,1
1,129,5,1,5,1
1,129,5,3,5,3
1,129,6,1,6,1
1,129,6,2,6,2
1,129,6,3,6,3
1,129,6,0,6,0
1,129,9,3,9,3
1,129,9,1,9,1
1,129,9,0,9,0
1,129,9,0,9,0
1,129,9,3,9,3
1,129,10,0,10,0
1,129,10,3,10,3
1,129,10,1,10,1
1,129,10,3,10,3
1,129,10,0,10,0
1,129,10,3,10,3
1,129,10,0,10,0
1,129,10,1,10,1
1,129,11,2,11,2
1,129,11,1,11,1
1,129,12,3,12,3
1,129,12,1,12,1
1,129,12,0,12,0
1,129,12,2,12,2
1,129,12,1,12,1
1,129,13,3,13,3
1,129,13,0,13,0
1,129,14,2,14,2
1,129,14,1,14,1
1,129,14,1,14,1
1,130,0,3,0,3
1,130,0,1,0,1
1,130,0,2,0,2
1,130,0,1,0,1
1,130,0,0,0,0
1,130,5,1,5,1
1,130,5,0,5,0
1,130,5,2,5,2
1,130,5,3,5,3
1,130,5,1,5,1
1,130,5,3,5,3
1,130,5,0,5,0
1,130,6,2,6,2
1,130,6,3,6,3
1,130,6,3,6,3
1,130,6,1,6,1
1,130,6,0,6,0
1,130,6,1,6,1
1,130,6,1,6,1
1,130,6,0,6,0
1,130,7,1,7,1
1,130,7,1,7,1
1,130,7,2,7,2
1,130,7,1,7,1
1,130,8,3,8,3
1,130,8,2,8,2
1,130,8,3,8,3
1,130,8,3,8,3
1,130,9,3,9,3
1,130,9,3,9,3
1,130,9,2,9,2
1,130,9,3,9,3
1,130,9,1,9,1
1,130,9,0,9,0
1,130,9,0,9,0
1,130,9,1,9,1
1,130,10,3,10,3
1,130,10,2,10,2
1,130,10,1,10,1
1,130,10,1,10,1
1,130,10,0,10,0
1,130,10,0,10,0
1,130,10,2,10,2
1,130,10,3,10,3
1,130,11,2,11,2
1,130,11,1,11,1
1,130,11,1,11,1
1,130,11,1,11,1
1,130,12,0,12,0
1,130,12,1,12,1
1,130,12,0,12,0
1,130,12,0,12,0
1,130,13,0,13,0
1,130,13,0,13,0
1,130,13,0,13,0
1,130,13,2,13,2
1,130,13,1,13,1
1,130,13,3,13,3
1,130,13,3,13,3
1,130,13,1,13,1
1,130,14,3,14,3
1,130,14,2,14,2
1,130,14,1,14,1
1,130,14,0,14,0
1,130,14,1,14,1
1,130,14,0,14,0
1,130,14,3,14,3
1,130,14,2,14,2
1,130,15,1,15,1
1,130,15,2,15,2
1,130,15,1,15,1
1,130,15,1,15,1
1,131,0,0,0,0
1,131,0,1,0,1
1,131,0,0,0,0
1,131,0,0,0,0
1,131,1,0,1,0
1,131,1,3,1,3
1,131,1,1,1,1
1,131,1,3,1,3
1,131,1,1,1,1
1,131,1,0,1,0
1,131,1,0,1,0
1,131,1,2,1,2
1,131,2,3,2,3
1,131,2,3,2,3
1,131,2,2,2,2
1,131,2,1,2,1
1,131,2,1,2,1
1,131,2,0,2,0
1,131,2,1,2,1
1,131,2,0,2,0
1,131,3,1,3,1
1,131,3,1,3,1
1,131,3,2,3,2
1,131,3,1,3,1
1,131,4,2,4,2
1,131,4,3,4,3
1,131,4,3,4,3
1,131,4,3,4,3
1,131,5,3,5,3
1,131,5,3,5,3
1,131,5,3,5,3
1,131,5,2,5,2
1,131,5,1,5,1
1,131,5,1,5,1
1,131,5,0,5,0
1,131,5,0,5,0
0,131,6,3,6,3
0,131,6,1,6,1
1,131,6,0,6,0
1,131,6,3,6,3
1,131,6,1,6,1
1,131,6,0,6,0
1,131,6,1,6,1
1,131,7,0,7,0
1,131,7,2,7,2
1,131,7,2,7,2
0,131,8,3,8,3
1,131,8,1,8,1
1,131,8,0,8,0
0,131,8,1,8,1
1,131,8,0,8,0
1,131,8,1,8,1
1,131,9,3,9,3
1,131,9,0,9,0
0,131,9,2,9,2
0,131,10,0,10,0
0,131,10,3,10,3
1,131,10,1,10,1
1,131,10,3,10,3
1,131,10,0,10,0
1,131,10,1,10,1
1,131,10,0,10,0
1,131,11,2,11,2
1,131,11,1,11,1
1,131,11,2,11,2
1,131,12,0,12,0
1,131,12,0,12,0
1,131,12,3,12,3
1,131,12,0,12,0
1,131,12,3,12,3
1,131,13,1,13,1
1,131,13,0,13,0
1,131,13,1,13,1
1,131,13,3,13,3
0,131,13,2,13,2
1,131,14,1,14,1
1,131,14,0,14,0
1,131,14,1,14,1
0,131,14,0,14,0
1,131,14,3,14,3
1,131,14,3,14,3
1,131,14,1,14,1
0,131,15,2,15,2
1,131,15,3,15,3
0,132,0,3,0,3
1,132,0,1,0,1
1,132,0,0,0,0
1,132,0,0,0,0
1,132,1,2,1,2
1,132,1,1,1,1
1,132,1,0,1,0
